编号,店名,address,维度,经度,分区,分类,电话,类别
340489,春江花园北区,天河路36,30.0378627,119.9392057,杭州市;富阳区,建筑房产;住宅小区, ,3997
340498,杭州富阳大昌汽车服务有限公司,恩波大道1188,30.07834186,119.9394821,杭州市;富阳区,汽车;汽车维修, ,3997
340507,富阳市农业机械有限责任公司,恩波大道145,30.05691302,119.9489003,杭州市;富阳区,公司企业;公司企业, ,3997
340516,杭州成飞洗涤设备有限公司,恩波大道1005,30.08403099,119.9341975,杭州市;富阳区,公司企业;公司企业,0571-63160699,3997
340525,富阳区东南汽车交易市场,恩波大道1188,30.07769446,119.9380538,杭州市;富阳区,汽车;汽车维修,0571-23235050,3997
340957,纳米汗蒸养生馆(巨利社区卫生服务站西),富春街道龙舌里18号,30.06926053,119.9345683,杭州市;富阳区,休闲娱乐;洗浴推拿足疗, ,3997
342145,嘉年华休闲中心,苋浦南路1-3-1,30.04881419,119.9483918,杭州市;富阳区,休闲娱乐;洗浴推拿足疗,18868822662,3997
342154,流星洗理中心,金苑路127号,30.0541677,119.9222882,杭州市;富阳区,休闲娱乐;洗浴推拿足疗, ,3997
342289,振和大药房(天缘连锁店),家天下宾馆(富阳市体育中心西北),30.05097401,119.9324918,杭州市;富阳区,医疗保健;药房药店, ,3997
342388,山水诚庐山水悦府销售中心,金桥南路,30.04621809,119.9298044,杭州市;富阳区,汽车;汽车销售, ,3997
342514,足佳乐,东安路,29.96499196,119.7344083,杭州市;富阳区,休闲娱乐;洗浴推拿足疗, ,2368
342658,筋骨养护,象牙浦路123,30.0453739,119.9437591,杭州市;富阳区,休闲娱乐;洗浴推拿足疗, ,3997
342874,孙家垄浴室,秋丰孙家垄56-58号附近,30.04625901,119.9084696,杭州市;富阳区,休闲娱乐;洗浴推拿足疗, ,3997
342991,朗说弯浴室,新登镇朝阳路8号,29.97049188,119.7343678,杭州市;富阳区,休闲娱乐;洗浴推拿足疗, ,2368
343198,开心棋牌(戴家墩路),富春街道孙权路122号,30.05753458,119.9380854,杭州市;富阳区,运动健身;游戏棋牌, ,3997
343252,孔雀路, ,30.00517021,120.0070491,杭州市;富阳区,基础设施;道路名, ,2124
343288,大源镇预防保健所,大源镇康健路,30.00466802,120.0077873,杭州市;富阳区,医疗保健;疾病预防, ,2124
343297,公共厕所,幸福佳苑(朝阳二弄南),30.00616307,120.0060915,杭州市;富阳区,基础设施;公共厕所, ,2124
343324,富阳华润燃气大源供应站,亭山东路与孔雀路交叉口西北50米,30.00632241,120.0063109,杭州市;富阳区,生活服务;其它生活服务, ,2124
343342,菊兰门业,亭山东路与孔雀路交叉口东50米,30.00604113,120.0067398,杭州市;富阳区,购物;家具家居建材,0571-63592023; 13336120586,2124
343720,针灸推拿,田园路10-1,30.04946512,119.9378164,杭州市;富阳区,休闲娱乐;洗浴推拿足疗, ,3997
343945,老北京布鞋(富春街),桂花路36-13,30.04937231,119.9536428,杭州市;富阳区,购物;服饰鞋包,0571-63349707,3997
344206,艾尚经络养生(富阳店),富春街道西堤南路438号一3,30.03529744,119.936559,杭州市;富阳区,医疗保健;其它医疗保健, ,3997
344746,天天足疗,春秋北路397号附近,30.0663889,119.9355575,杭州市;富阳区,休闲娱乐;洗浴推拿足疗, ,3997
345880,添天棉布店,金家墩,30.05422032,119.928185,杭州市;富阳区,购物;家具家居建材,15868174838,3997
345997,小马推拿,凤浦路252,30.05558521,119.9244071,杭州市;富阳区,休闲娱乐;洗浴推拿足疗,13295816407,3997
346078,富源养生泡脚推拿,富源弄57号,30.04066805,119.936179,杭州市;富阳区,休闲娱乐;洗浴推拿足疗, ,3997
346150,玉林养生馆,幸福路,30.05356455,119.9568665,杭州市;富阳区,休闲娱乐;洗浴推拿足疗, ,3997
346186,杨氏中医推拿(苋浦西路),望月弄2幢,30.05391604,119.9372767,杭州市;富阳区,休闲娱乐;洗浴推拿足疗, ,3997
346303,金香玉养生会馆,文居街203,30.06314597,119.9426492,杭州市;富阳区,休闲娱乐;洗浴推拿足疗, ,3997
346753,小胖足浴,孙家垄441号,30.04647992,119.9064789,杭州市;富阳区,休闲娱乐;洗浴推拿足疗,18268170930,3997
347131,小脚丫专业修脚(后拔路),后拔路96号,30.05515566,119.9428396,杭州市;富阳区,休闲娱乐;洗浴推拿足疗, ,3997
347212,蓝蓬花足浴,富春街道育才西路427号,30.06132928,119.9353581,杭州市;富阳区,休闲娱乐;洗浴推拿足疗, ,3997
347230,专业修脚(富阳分店),文教北路753,30.06360234,119.9334798,杭州市;富阳区,休闲娱乐;洗浴推拿足疗, ,3997
347248,铜锣湾足浴,西堤南路270弄,30.04018526,119.9377772,杭州市;富阳区,休闲娱乐;洗浴推拿足疗, ,3997
347311,阳光足道,桂花西路284,30.0509362,119.931063,杭州市;富阳区,休闲娱乐;洗浴推拿足疗,15068135112,3997
347446,高桥东路, ,30.0979112,119.9397202,杭州市;富阳区,基础设施;道路名, ,3997
347464,杭州富阳高桥热电有限公司,高桥新桥新路51号高桥,30.09043481,119.9244743,杭州市;富阳区,公司企业;公司企业, ,3997
347482,高桥养鸡场,320国道辅路东150米,30.10542473,119.9430452,杭州市;富阳区,公司企业;公司企业, ,3997
347509,高桥诚信铝材店,高桥老街与423县道交叉口东100米,30.10332679,119.9365634,杭州市;富阳区,购物;家具家居建材, ,3997
347518,明视眼镜(高桥北路店),高桥镇中学(高桥北路东),30.10065829,119.9357045,杭州市;富阳区,购物;眼镜店, ,3997
347536,高桥德金水暖专卖店,银湖街道高桥北路高桥镇中学,30.10078839,119.9356446,杭州市;富阳区,购物;家具家居建材,13868179759,3997
347554,创艺造型(高桥店),舒新宾馆(高桥店),30.09697244,119.9332073,杭州市;富阳区,生活服务;美容美发,15990025395,3997
347563,高桥水稻所,水稻所路南50米,30.08719245,119.9173069,杭州市;富阳区,机构团体;政府机关, ,3997
347572,杭州富阳康顺医药零售有限公司高桥店,鸿泰购物(湖塍店)东南50米,30.08527677,119.9228654,杭州市;富阳区,医疗保健;药房药店, ,3997
347581,易购超市,高桥村高桥新路1,30.096949,119.9353153,杭州市;富阳区,购物;便利店,18258855595,3997
347590,富阳市农村合作银行(高桥支行),高桥村高桥东路3,30.09776258,119.9389711,杭州市;富阳区,银行金融;银行,0571-63561450,3997
347599,富阳区银湖街道,高桥北路,30.09903865,119.9355049,杭州市;富阳区,公司企业;其它机构团体, ,3997
347608,杭州胜日机械制造有限公司生产基地,高桥洪庄村,30.12661444,119.8796837,杭州市;富阳区,公司企业;公司企业, ,3997
347617,振和大药房(平民店),高桥南路,30.0976487,119.935485,杭州市;富阳区,医疗保健;药房药店, ,3997
347671,茶颜丽人堂,高桥村高桥新路11,30.09698077,119.9342463,杭州市;富阳区,生活服务;美容美发,13456852590,3997
347680,正心家电,高桥西路10号,30.09815051,119.9343961,杭州市;富阳区,购物;数码家电,13456743079,3997
347689,潮流鞋庄,舒新宾馆(高桥店),30.09722215,119.9333872,杭州市;富阳区,购物;服饰鞋包, ,3997
347725,靓车纺汽车一站式服务,高桥北路,30.10274884,119.9353647,杭州市;富阳区,汽车;汽车维修, ,3997
347734,银湖街道,政府银湖街道办事处,30.09924722,119.936344,杭州市;富阳区,地名地址;行政地名, ,3997
347779,LED灯具店,高桥村高桥西路17,30.09762123,119.9339566,杭州市;富阳区,购物;家具家居建材,13588298016,3997
347797,公共厕所,尚客优快捷酒店(杭州富阳高桥店)西南,30.09751329,119.9385816,杭州市;富阳区,基础设施;公共厕所, ,3997
347905,扬州市巨威机电设备有限公司驻富阳销售部,老鹰画室富阳校区(金桥北路东),30.08644031,119.9279825,杭州市;富阳区,购物;家具家居建材,0571-23236678,3997
348040,中共富阳区银湖街道工作委员会,高桥东路1号,30.09943711,119.9364039,杭州市;富阳区,机构团体;政府机关,0571-63432117,3997
348058,富阳区高桥镇总工会,高桥东路1号,30.0994371,119.9364139,杭州市;富阳区,机构团体;政府机关, ,3997
348085,爱车地带汽车美容养护中心,高桥镇高桥南路11号,30.09688844,119.9356449,杭州市;富阳区,汽车;汽车养护,15957181489,3997
348247,停车场,彩虹路144号附近,30.09597362,119.9324681,杭州市;富阳区,汽车;停车场, ,3997
348328,NB外贸鞋服,舒新宾馆(高桥店)东北50米,30.0972217,119.9336669,杭州市;富阳区,购物;服饰鞋包,13968044366,3997
348607,张氏专业修脚,桂花路7-3,30.05099043,119.9585434,杭州市;富阳区,休闲娱乐;洗浴推拿足疗,0571-61701188,3997
348931,克丽缇娜(天河路店),天河路26,30.03751256,119.9392856,杭州市;富阳区,生活服务;美容美发,0571-23289222,3997
348976,女人世界养生美容,金桥北路124,30.05647792,119.9298635,杭州市;富阳区,生活服务;美容美发,0571-63348571,3997
349138,敏都美容养生会所,春秋北路169弄13号(德邑上城内),30.05944345,119.9387045,杭州市;富阳区,生活服务;美容美发,18758202573,3997
349318,光影私人影院(富阳店),金桥北路123-9号附近,30.05636884,119.929224,杭州市;富阳区,休闲娱乐;电影院,18072724323,3997
349615,影剧院[公交站],"Y1,富阳12,富阳17",30.0516667,119.9580284,杭州市;富阳区,基础设施;公交车站, ,3997
349624,新世纪电影院小卖部,金桥北路东方茂D座4楼,30.05174084,119.9278154,杭州市;富阳区,购物;便利店, ,3997
350209,玉玉棋牌(登城南路),登城南路38号附近,29.96914346,119.7311273,杭州市;富阳区,运动健身;游戏棋牌, ,2368
350218,金家桥棋牌,金桥城市花园二期(宝龙城市广场东北),30.06125172,119.9183489,杭州市;富阳区,运动健身;游戏棋牌, ,3997
350254,九龙棋牌,秦望路32-2,30.04405388,119.938536,杭州市;富阳区,运动健身;游戏棋牌,13732238561,3997
350317,来来棋牌(永兴路),永兴路117号,30.05921469,119.9248066,杭州市;富阳区,运动健身;游戏棋牌, ,3997
350398,天天棋牌室,春江富阳农村合作银行(大桥南路北),30.03608281,119.9690722,杭州市;富阳区,运动健身;游戏棋牌,15158014777,2124
350452,新旺棋牌,新兴街68-4号,29.96744408,119.7300573,杭州市;富阳区,运动健身;游戏棋牌, ,2368
350533,天河棋牌,西堤南路93,30.03917377,119.9386163,杭州市;富阳区,运动健身;游戏棋牌,0571-63339922,3997
350551,康嘉棋牌,康月路14号,30.0443269,119.9368279,杭州市;富阳区,运动健身;游戏棋牌,15967162995,3997
350641,小青棋牌,春秋南路21-13,30.04943996,119.940633,杭州市;富阳区,运动健身;游戏棋牌, ,3997
350677,雀友棋牌,新登镇政府(共和街西),29.96966429,119.7296371,杭州市;富阳区,运动健身;游戏棋牌, ,2368
350704,迎宾苑棋牌室,恩波大道230-17,30.05704079,119.9499087,杭州市;富阳区,运动健身;游戏棋牌,0571-63349235,3997
350758,丽丽棋牌,后周路58号,30.05832932,119.9353484,杭州市;富阳区,运动健身;游戏棋牌, ,3997
350776,公婆棋牌,后周路52号对面,30.05854876,119.935678,杭州市;富阳区,运动健身;游戏棋牌, ,3997
350839,康悦棋牌,康月路22,30.04447693,119.936808,杭州市;富阳区,运动健身;游戏棋牌,13968185701,3997
350884,台球棋牌,春南路,30.02292146,119.9731638,杭州市;富阳区,运动健身;游戏棋牌, ,2124
351361,徐家棋牌,苋浦西路352号附近,30.05397462,119.9320819,杭州市;富阳区,运动健身;游戏棋牌, ,3997
351415,枫树湾棋牌,苋浦西路106号附近,30.05413477,119.9379958,杭州市;富阳区,运动健身;游戏棋牌, ,3997
351487,友谊棋牌室,民联村下徐家17号(民联卫生室旁),30.0869656,120.052562,杭州市;富阳区,运动健身;游戏棋牌, ,2124
351523,乐乐棋牌,三根桥第六排第一幢附近,30.05684981,119.9203087,杭州市;富阳区,运动健身;游戏棋牌, ,3997
351658,远东宾馆棋牌室,陈家弄60号,30.04761137,119.9449971,杭州市;富阳区,运动健身;游戏棋牌, ,3997
351802,龙门佬棋牌,富春凤浦路彩云苑西南100米,30.05572985,119.9202788,杭州市;富阳区,运动健身;游戏棋牌, ,3997
351982,小溪棋牌,富春三江花园(秦望路北),30.04407299,119.9390254,杭州市;富阳区,运动健身;游戏棋牌,13588211151,3997
352072,双牛雀友馆,天河路19号,30.03705335,119.9388562,杭州市;富阳区,运动健身;游戏棋牌,0571-23258811,3997
352171,天天棋牌,富春街道金家桥,30.06235121,119.9188786,杭州市;富阳区,运动健身;游戏棋牌,18805818613,3997
352216,益军棋牌,大源镇亭山西路21号,30.00444417,120.0024111,杭州市;富阳区,运动健身;游戏棋牌, ,2124
352225,开心零食屋,笕浦社区渔种场路56号1楼,30.05299756,119.946804,杭州市;富阳区,购物;其它购物, ,3997
352486,鑫泰棋牌馆,银泰百货(富阳店)东北,30.06390544,119.9375755,杭州市;富阳区,运动健身;游戏棋牌,13646868802,3997
352504,鑫天游电玩城,新登镇东门东路17号,29.96924279,119.7324275,杭州市;富阳区,运动健身;游戏棋牌, ,2368
352513,Loak Club,苋浦西路133号附近,30.05347944,119.9352988,杭州市;富阳区,运动健身;游戏棋牌, ,3997
353215,战友劳保,光明路与恩波大道交叉口北150米,30.0592542,119.948351,杭州市;富阳区,购物;其它购物, ,3997
353251,有易棋牌,富春街道后周路6号,30.05674883,119.9356482,杭州市;富阳区,运动健身;游戏棋牌, ,3997
353260,让麻将飞,康月路15号,30.0452776,119.9364183,杭州市;富阳区,运动健身;游戏棋牌, ,3997
353539,诺客台球,山燕宾馆(大源镇政府西北),30.00505961,120.0039171,杭州市;富阳区,休闲娱乐;其它娱乐休闲, ,2124
353566,名嘉台球馆,富春巨利新村东南(春秋北路西),30.07003942,119.9352276,杭州市;富阳区,运动健身;台球馆, ,3997
353611,宏博台球,桂花西路6号富阳燃料大楼2层,30.0510642,119.9483817,杭州市;富阳区,运动健身;台球馆, ,3997
353800,尚艺造型,东洲开发区紫铜村,30.08040673,120.0648816,杭州市;富阳区,生活服务;美容美发, ,2124
353836,金剪刀(江南路),井纸路与江南路交叉口东北100米,30.01618846,119.9633265,杭州市;富阳区,生活服务;美容美发, ,2124
353881,阿超造型工作室,新兴路18号附近,30.05425216,119.9445872,杭州市;富阳区,生活服务;美容美发, ,3997
354043,阿杰造型,富春海韵宾馆(振兴路店),30.06186547,119.9375657,杭州市;富阳区,生活服务;美容美发,13819136626,3997
354133,阿龙发艺,春秋南路21-11,30.04966138,119.9398739,杭州市;富阳区,生活服务;美容美发, ,3997
354187,阿平时尚工作室,西堤北路12-5,30.0535459,119.9475827,杭州市;富阳区,生活服务;美容美发,15267119660,3997
354430,涟漪养生美容,西堤南路410号,30.03686629,119.9372081,杭州市;富阳区,生活服务;美容美发, ,3997
354493,玛丽艳美容美发养生馆,富源弄25,30.04130762,119.9364286,杭州市;富阳区,生活服务;美容美发,13616529006,3997
354511,悦然养生会所,金鹿路公交站,30.02198993,119.9286473,杭州市;富阳区,生活服务;美容美发, ,3997
354979,爱尚汽车,西环北路附近,30.06229323,119.916679,杭州市;富阳区,汽车;其它汽车, ,3997
355060,爱尚家房产,西堤北路10一9号,30.05274672,119.9472034,杭州市;富阳区,生活服务;中介机构,13868174990,3997
355186,艾尚淘衣时尚女装,后周路182号,30.06032834,119.9359176,杭州市;富阳区,购物;服饰鞋包, ,3997
355195,艾尚堂母婴健康管理有限公司,孙权路华帝港宾馆楼下,30.05392394,119.9325215,杭州市;富阳区,公司企业;公司企业, ,3997
